customer_id,location_latitude,location_longitude,address,city_id,preferred_delivery_window
1,28.893742979946325,76.15811469902019,Address_1,37,"('5 AM', '6 PM')"
2,28.01201487437417,73.42332585504602,Address_2,44,"('12 AM', '4 PM')"
3,30.239680587238823,74.27292072051696,Address_3,1,"('11 AM', '6 PM')"
4,21.86215657566011,72.2145795904187,Address_4,33,"('9 AM', '10 PM')"
5,23.258576773450155,87.96824824195156,Address_5,24,"('2 AM', '9 PM')"
6,28.7395753782148,78.9411218233631,Address_6,22,"('11 AM', '10 PM')"
7,9.549555253629313,76.32442268359863,Address_7,10,"('8 AM', '6 PM')"
8,28.595258392850088,77.9615292357304,Address_8,48,"('11 AM', '9 PM')"
9,13.08083631870656,77.52066505445394,Address_9,28,"('9 AM', '10 PM')"
10,26.469978231101,74.61941721380043,Address_10,8,"('5 AM', '2 PM')"
11,25.249012339708795,74.79198296106225,Address_11,35,"('10 AM', '12 PM')"
12,25.180997568778874,74.84401616625594,Address_12,35,"('3 AM', '7 PM')"
13,23.86446175751262,91.28795745122717,Address_13,3,"('12 AM', '6 PM')"
14,11.364994228433456,75.7702816667719,Address_14,49,"('4 AM', '1 PM')"
15,11.312201696785726,75.69594121754128,Address_15,49,"('8 AM', '11 PM')"
16,27.314386928736393,77.56996407574519,Address_16,30,"('4 AM', '1 PM')"
17,20.827632277997452,76.98509869368098,Address_17,9,"('11 AM', '1 PM')"
18,30.143206664426593,74.19292176871878,Address_18,1,"('2 AM', '3 PM')"
19,22.157582010407626,82.2102017230964,Address_19,45,"('11 AM', '4 PM')"
20,23.08426677161274,72.48960503356014,Address_20,6,"('8 AM', '10 PM')"
21,21.84282820075841,72.21501323485477,Address_21,33,"('3 AM', '12 PM')"
22,19.465710234200973,78.15696214565313,Address_22,2,"('5 AM', '9 PM')"
23,27.86066607822551,78.10909216663346,Address_23,11,"('11 AM', '11 PM')"
24,9.451897414682188,76.44139363342433,Address_24,10,"('8 AM', '3 PM')"
25,22.088110759568995,82.20541572312064,Address_25,45,"('9 AM', '12 PM')"
26,21.940889833899924,82.21330111469779,Address_26,45,"('11 AM', '7 PM')"
27,27.235159838680055,77.28663693303665,Address_27,30,"('2 AM', '9 PM')"
28,28.480874093558523,77.82997035908423,Address_28,48,"('1 AM', '7 PM')"
29,19.470421087484667,78.27733253724013,Address_29,2,"('10 AM', '12 PM')"
30,15.817010448815166,74.56617664681765,Address_30,26,"('3 AM', '4 PM')"
31,15.365007361242602,76.98633530942469,Address_31,27,"('10 AM', '2 PM')"
32,19.06183612895626,74.75605279883746,Address_32,5,"('4 AM', '12 PM')"
33,19.371803364451317,78.4308887062966,Address_33,2,"('9 AM', '8 PM')"
34,23.294103587122127,87.72000439109969,Address_34,24,"('9 AM', '6 PM')"
35,25.206606822824867,87.14087352952558,Address_35,29,"('10 AM', '1 PM')"
36,27.344972755913236,77.63421550981182,Address_36,30,"('7 AM', '6 PM')"
37,19.243481651873932,84.80108289052502,Address_37,46,"('3 AM', '4 PM')"
38,23.36732259616293,87.85286833342192,Address_38,24,"('10 AM', '7 PM')"
39,27.145879482265705,77.99428499767147,Address_39,4,"('3 AM', '9 PM')"
40,27.7969789598987,78.04826543764719,Address_40,11,"('4 AM', '8 PM')"
41,28.107322547387305,78.9049850830701,Address_41,47,"('11 AM', '11 PM')"
42,24.818063874921325,84.39458692387171,Address_42,20,"('12 AM', '3 PM')"
43,26.035788135893153,80.79511500409397,Address_43,21,"('4 AM', '1 PM')"
44,23.079282472100356,72.60984644591703,Address_44,6,"('3 AM', '9 PM')"
45,23.343295268761942,87.92649327265521,Address_45,24,"('8 AM', '4 PM')"
46,27.122451175349237,77.47073718320497,Address_46,30,"('12 AM', '2 PM')"
47,23.2420548977904,69.61025930278015,Address_47,40,"('8 AM', '7 PM')"
48,26.004330889182885,80.67795964466367,Address_48,21,"('5 AM', '1 PM')"
49,13.03394816708504,77.43785829657236,Address_49,28,"('10 AM', '9 PM')"
50,22.16688736159333,82.03749991460053,Address_50,45,"('10 AM', '6 PM')"
51,20.187344867907427,85.79122971525737,Address_51,39,"('9 AM', '6 PM')"
52,25.180563146163312,86.91438148735877,Address_52,29,"('8 AM', '11 PM')"
53,27.094685574576342,77.36949806538448,Address_53,30,"('3 AM', '4 PM')"
54,20.200816478147466,85.93619416948275,Address_54,39,"('5 AM', '11 PM')"
55,30.331770732013428,76.78094412408561,Address_55,15,"('1 AM', '2 PM')"
56,26.44650300606559,89.39989951588916,Address_56,12,"('10 AM', '1 PM')"
57,21.192980926213423,81.4164000249231,Address_57,34,"('5 AM', '4 PM')"
58,9.408446809830396,76.26909628787743,Address_58,10,"('8 AM', '7 PM')"
59,20.790673122794566,76.90429625389164,Address_59,9,"('10 AM', '11 PM')"
60,23.76586707370931,91.28867663749598,Address_60,3,"('5 AM', '10 PM')"
61,28.754958129848006,78.93615920390063,Address_61,22,"('2 AM', '11 PM')"
62,30.41855042530709,76.82229346389092,Address_62,15,"('3 AM', '3 PM')"
63,17.935382359408415,77.55301921491582,Address_63,42,"('7 AM', '4 PM')"
64,25.913737929827057,80.75176076020344,Address_64,21,"('9 AM', '6 PM')"
65,15.120938639244745,76.89957382987136,Address_65,27,"('12 AM', '4 PM')"
66,27.244823636789757,77.50499712787696,Address_66,30,"('3 AM', '7 PM')"
67,23.212069015349932,69.77193913008476,Address_67,40,"('9 AM', '2 PM')"
68,28.781101777354515,76.1322084712206,Address_68,37,"('9 AM', '4 PM')"
69,15.343433227302677,76.84377214055958,Address_69,27,"('10 AM', '2 PM')"
70,23.13904511029415,87.9810169983234,Address_70,24,"('4 AM', '6 PM')"
71,15.097174990017908,76.92935329756126,Address_71,27,"('9 AM', '12 PM')"
72,19.050294333359503,74.70883250553146,Address_72,5,"('1 AM', '1 PM')"
73,19.90105519408782,75.37107888434487,Address_73,19,"('1 AM', '9 PM')"
74,27.928938947570686,73.33831380944666,Address_74,44,"('2 AM', '4 PM')"
75,23.085052976557467,72.69079590649525,Address_75,6,"('7 AM', '3 PM')"
76,23.241937086021803,69.59415544549398,Address_76,40,"('8 AM', '11 PM')"
77,20.284800238796418,85.89195925724344,Address_77,39,"('10 AM', '8 PM')"
78,17.939666102075677,77.55640855142195,Address_78,42,"('5 AM', '10 PM')"
79,27.579357955552222,76.61953036497691,Address_79,14,"('2 AM', '12 PM')"
80,25.16069946786775,86.99299426928367,Address_80,29,"('9 AM', '4 PM')"
81,16.99754865841584,75.85535143343513,Address_81,43,"('8 AM', '4 PM')"
82,21.177789183933886,81.30103233470794,Address_82,34,"('3 AM', '8 PM')"
83,26.513827054337458,89.4750224629883,Address_83,12,"('3 AM', '9 PM')"
84,22.985953595924304,72.6306987645867,Address_84,6,"('6 AM', '4 PM')"
85,18.970185383712437,74.81373172660486,Address_85,5,"('8 AM', '6 PM')"
86,23.247193824112554,87.83686073611172,Address_86,24,"('2 AM', '4 PM')"
87,28.42169206750051,77.92088732853848,Address_87,48,"('7 AM', '2 PM')"
88,26.50356201625597,89.4528780498498,Address_88,12,"('1 AM', '6 PM')"
89,27.96513021379433,79.21876114181276,Address_89,47,"('2 AM', '2 PM')"
90,24.742810522722095,84.35250662636606,Address_90,20,"('11 AM', '5 PM')"
91,16.79645154291729,75.95666844676413,Address_91,43,"('1 AM', '11 PM')"
92,20.84009334902915,77.91584375112869,Address_92,16,"('10 AM', '10 PM')"
93,27.894730171229583,79.18913788318848,Address_93,47,"('5 AM', '2 PM')"
94,9.503839973586972,76.3615467433146,Address_94,10,"('10 AM', '11 PM')"
95,15.745288459299038,74.49542865738265,Address_95,26,"('1 AM', '11 PM')"
96,25.44899650637678,81.84743638963667,Address_96,13,"('2 AM', '6 PM')"
97,23.175261644942903,88.03464005511694,Address_97,24,"('11 AM', '8 PM')"
98,24.834718133310812,84.39026735295867,Address_98,20,"('4 AM', '4 PM')"
99,23.35337055493905,87.95489930115555,Address_99,24,"('8 AM', '5 PM')"
100,27.191947128655144,78.02325019932626,Address_100,4,"('4 AM', '1 PM')"
101,28.39619258565766,79.42790215539092,Address_101,25,"('10 AM', '1 PM')"
102,20.730963233174673,77.00880477084456,Address_102,9,"('3 AM', '11 PM')"
103,20.951170779016596,77.65557045748527,Address_103,16,"('9 AM', '5 PM')"
104,19.36795479440629,78.33270058488695,Address_104,2,"('9 AM', '11 PM')"
105,27.184523366321482,77.29946048668212,Address_105,30,"('8 AM', '11 PM')"
106,26.42625091823177,74.62458318581606,Address_106,8,"('6 AM', '2 PM')"
107,20.958414290136623,77.88050707678796,Address_107,16,"('1 AM', '8 PM')"
108,23.214341853898443,69.52402318886102,Address_108,40,"('8 AM', '11 PM')"
109,27.415258601148608,77.58029303692052,Address_109,30,"('3 AM', '5 PM')"
110,19.064960642715814,74.70869373693478,Address_110,5,"('7 AM', '12 PM')"
111,24.759629188590043,84.37409416723368,Address_111,20,"('5 AM', '5 PM')"
112,30.248577271397988,74.19118580925736,Address_112,1,"('2 AM', '1 PM')"
113,23.66452438198009,87.14575638293019,Address_113,18,"('9 AM', '3 PM')"
114,30.370782586655825,76.84520939605336,Address_114,15,"('2 AM', '12 PM')"
115,20.005465906747656,75.37117366410594,Address_115,19,"('7 AM', '12 PM')"
116,19.91451396152297,79.37879445340442,Address_116,50,"('1 AM', '6 PM')"
117,19.098489931725826,74.72559777285201,Address_117,5,"('3 AM', '1 PM')"
118,22.125564434834967,82.02788364599992,Address_118,45,"('6 AM', '10 PM')"
119,27.60308390931029,81.72433511185493,Address_119,31,"('7 AM', '12 PM')"
120,23.726465592627907,86.8989288487316,Address_120,18,"('6 AM', '1 PM')"
121,20.015412928339888,79.21175021909602,Address_121,50,"('3 AM', '7 PM')"
122,26.020751930049926,80.88584518640681,Address_122,21,"('2 AM', '4 PM')"
123,30.42057377656421,76.81138453497613,Address_123,15,"('10 AM', '3 PM')"
124,31.628954484286552,74.95477367828596,Address_124,17,"('3 AM', '5 PM')"
125,27.668431141988126,76.60492383902441,Address_125,14,"('12 AM', '3 PM')"
126,20.733108549270824,77.00888058247462,Address_126,9,"('2 AM', '11 PM')"
127,28.347279175403017,79.55772302761228,Address_127,25,"('3 AM', '1 PM')"
128,28.094542250871967,79.02568575702999,Address_128,47,"('8 AM', '9 PM')"
129,28.72307524130811,76.13198597971402,Address_129,37,"('11 AM', '11 PM')"
130,31.58375021706609,74.99487246259328,Address_130,17,"('1 AM', '4 PM')"
131,19.34767210584779,84.66862260752187,Address_131,46,"('8 AM', '9 PM')"
132,28.716143390194716,76.06496712975567,Address_132,37,"('8 AM', '7 PM')"
133,28.680689317699404,79.11065023058283,Address_133,22,"('10 AM', '1 PM')"
134,23.657775896106465,87.0550132166239,Address_134,18,"('9 AM', '12 PM')"
135,31.703758447690362,74.92746092414343,Address_135,17,"('3 AM', '10 PM')"
136,22.061593217480056,82.18488618785308,Address_136,45,"('6 AM', '2 PM')"
137,13.000619335494504,77.7209173491608,Address_137,28,"('11 AM', '11 PM')"
138,27.48725537856235,76.69018653830686,Address_138,14,"('1 AM', '9 PM')"
139,28.024366394670537,73.3155618644122,Address_139,44,"('11 AM', '10 PM')"
140,19.302905652118817,73.04154842235263,Address_140,36,"('4 AM', '12 PM')"
141,11.213463145124342,75.65376518349423,Address_141,49,"('5 AM', '3 PM')"
142,15.26537163599375,76.94847255472045,Address_142,27,"('4 AM', '11 PM')"
143,22.881910490706048,72.58672423728596,Address_143,6,"('5 AM', '4 PM')"
144,28.760744139552653,79.18267315714564,Address_144,22,"('12 AM', '6 PM')"
145,27.69421681138589,81.83471294235805,Address_145,31,"('4 AM', '11 PM')"
146,23.75691612521011,87.08508262456289,Address_146,18,"('4 AM', '5 PM')"
147,28.073319815276438,79.21314127100723,Address_147,47,"('6 AM', '2 PM')"
148,23.729187141128126,91.1865774068006,Address_148,3,"('9 AM', '7 PM')"
149,16.746278868226945,75.62973342751005,Address_149,43,"('12 AM', '9 PM')"
150,31.70085077765975,74.9958255872101,Address_150,17,"('7 AM', '8 PM')"
151,21.05737705500266,75.81331061909154,Address_151,41,"('9 AM', '2 PM')"
152,23.352633917746456,87.67989260122408,Address_152,24,"('6 AM', '2 PM')"
153,23.224254548128883,69.6188090038176,Address_153,40,"('12 AM', '2 PM')"
154,22.086488262945366,82.20458587083807,Address_154,45,"('3 AM', '2 PM')"
155,20.735246593853603,77.02671576931034,Address_155,9,"('7 AM', '3 PM')"
156,19.324401560678286,78.26500227649186,Address_156,2,"('8 AM', '6 PM')"
157,25.877463647849666,80.87730244069331,Address_157,21,"('10 AM', '6 PM')"
158,16.88711829797411,75.68709845457816,Address_158,43,"('1 AM', '3 PM')"
159,27.212853724977094,77.98355846042627,Address_159,4,"('3 AM', '4 PM')"
160,31.630162971081152,74.86788643603623,Address_160,17,"('7 AM', '9 PM')"
161,24.75398866995432,84.34226735209391,Address_161,20,"('4 AM', '2 PM')"
162,23.592498306123733,86.92493303716078,Address_162,18,"('4 AM', '12 PM')"
163,23.40201165701363,87.89151986715768,Address_163,24,"('7 AM', '3 PM')"
164,23.78903100449761,91.37104858136226,Address_164,3,"('10 AM', '2 PM')"
165,25.40752904682014,81.79232710858413,Address_165,13,"('9 AM', '3 PM')"
166,27.853656338018833,77.98451944009828,Address_166,11,"('2 AM', '11 PM')"
167,12.868612769187559,77.76642884818935,Address_167,28,"('1 AM', '3 PM')"
168,34.15976213474217,74.25681025198233,Address_168,23,"('2 AM', '1 PM')"
169,20.968414803735353,77.73070407264493,Address_169,16,"('10 AM', '12 PM')"
170,23.836916017164036,91.37495370495287,Address_170,3,"('8 AM', '11 PM')"
171,23.05088365275983,72.6472231173343,Address_171,6,"('12 AM', '2 PM')"
172,27.572463452781598,76.62661935271001,Address_172,14,"('10 AM', '8 PM')"
173,21.051110476592775,81.622056783591,Address_173,34,"('9 AM', '11 PM')"
174,27.969922842744705,78.92751769164289,Address_174,47,"('10 AM', '8 PM')"
